Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year,TeamID,WTeamID,PTS Scored,PTS Allowed,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,AST,TO,STL,BLK,PF
286,eastern kentucky,-10.96,101.7,112.6,68.6,0.017,-2.5,103.2,105.7,1.19,2018,1184,1184,78.11,71.56,25.67,57.44,9.11,24.11,17.67,22.78,10.44,25.78,15.11,13.22,6.33,4.44,17.78
287,umass lowell,-11,103.6,114.6,71.6,0.002,-6.84,100.8,107.6,-9.71,2018,1262,1262,83.73,73.64,28.55,59.18,8.36,20.00,18.27,24.91,9.45,25.45,16.00,12.64,7.09,2.18,16.45
288,bethune cookman,-11.05,99.5,110.6,76,0.025,-13.38,97.2,110.6,-5.09,2018,1126,1126,88.56,76.63,30.56,63.00,8.81,23.81,18.63,25.38,12.50,30.56,18.63,15.31,6.13,3.75,19.19
289,rice,-11.09,99,110.1,67.5,-0.041,0.21,104.2,104,1.04,2018,1349,1349,77.60,67.80,26.80,59.40,9.60,26.60,14.40,22.40,10.00,30.20,14.40,13.20,5.20,2.60,17.60
290,holy cross,-11.36,97.5,108.9,62.9,0.026,-6.02,101.8,107.8,-3.43,2018,1221,1221,70.83,63.17,25.25,48.83,6.75,17.75,13.58,18.67,4.92,23.50,15.33,11.58,6.50,4.08,17.00
291,mcneese st.,-11.47,100.6,112.1,70.4,-0.025,-5.05,101.5,106.5,7.74,2018,1270,1270,77.75,67.63,27.50,58.00,6.75,16.38,16.00,22.38,11.50,30.13,11.38,13.75,5.00,5.63,17.63
292,fordham,-11.63,94.5,106.1,66,0.009,-0.38,104.5,104.9,-5.39,2018,1200,1200,74.56,65.00,26.33,56.00,8.67,24.11,13.22,18.33,7.33,25.56,17.33,11.44,11.11,3.33,15.00
293,western illinois,-11.65,96.1,107.7,68.1,0.006,-2.21,104.8,107.1,-6.56,2018,1442,1442,76.63,65.88,26.00,51.75,8.13,18.63,16.50,21.50,5.50,31.00,12.13,14.00,4.63,5.63,14.88
294,tennessee martin,-11.66,95.5,107.2,66.1,-0.019,-4.41,103.2,107.6,-2.8,2018,1404,1404,72.75,66.25,27.00,55.50,6.00,18.25,12.75,16.50,9.13,26.75,12.75,13.63,6.38,2.88,15.50
295,grambling st.,-11.71,94.3,106,72.2,0.102,-9.87,98.8,108.7,3.07,2018,1212,1212,76.06,68.75,26.06,58.56,5.31,13.88,18.63,26.19,12.25,29.69,10.69,15.69,6.81,3.63,20.81
296,little rock,-11.91,93.8,105.7,65,-0.058,-1.35,104.1,105.4,-0.37,2018,1114,1114,74.20,65.00,25.20,51.60,6.60,19.60,17.20,23.80,9.60,27.20,14.20,15.20,3.80,4.20,16.20
297,binghamton,-11.93,97.4,109.4,66.1,-0.061,-6.88,101,107.9,-8.65,2018,1127,1127,72.67,61.56,24.89,53.56,8.56,20.89,14.33,21.56,8.67,27.89,12.33,11.89,5.22,4.67,14.67
298,samford,-12,107.7,119.7,71.2,-0.036,-2.09,103.5,105.6,3.84,2018,1359,1359,91.63,77.50,31.50,57.25,11.38,24.38,17.25,22.75,8.63,28.38,20.50,16.13,7.75,3.00,17.50
299,dartmouth,-12.09,98.5,110.6,66.8,-0.043,-3.61,103.5,107.1,-2.86,2018,1171,1171,71.67,64.00,25.83,51.50,8.83,21.67,11.17,15.67,6.83,28.33,14.33,15.83,3.83,3.33,15.50
300,cleveland st.,-12.14,97.9,110,67.1,0.032,-3.64,102.8,106.5,-1.36,2018,1156,1156,77.00,71.45,26.82,56.91,8.91,22.91,14.45,20.64,9.09,25.82,15.00,13.36,7.55,3.00,17.36
301,san jose st.,-12.27,95.4,107.7,67.1,-0.03,3.05,107.2,104.2,-0.88,2018,1363,1363,67.00,59.67,22.67,50.33,5.33,13.00,16.33,23.67,11.33,30.33,13.00,16.67,5.00,2.33,17.33
302,western carolina,-12.3,95.7,108,69.4,0.102,-0.66,105.1,105.8,5.22,2018,1441,1441,75.55,67.73,26.91,59.64,7.64,20.27,14.09,20.00,12.55,27.55,14.36,16.18,9.55,3.09,16.45
303,siena,-12.38,96.5,108.9,65.7,-0.015,-3.01,104,107,0.49,2018,1373,1373,74.13,68.13,24.88,54.00,7.00,18.13,17.38,24.63,11.88,28.50,13.50,14.00,4.38,3.00,15.88
304,chattanooga,-12.53,99.2,111.8,65.5,-0.024,-3.39,103.4,106.8,-2.1,2018,1151,1151,75.75,68.38,24.50,54.25,9.88,24.63,16.88,22.00,8.88,29.25,14.00,14.50,4.63,2.50,16.13
305,sacred heart,-12.57,96,108.6,68.4,-0.076,-8.04,100.9,109,-3.94,2018,1357,1357,75.89,64.00,27.67,58.67,7.56,19.78,13.00,18.67,10.11,31.89,14.67,14.78,6.44,2.22,19.44
306,north carolina a&t,-12.68,98.1,110.8,69.3,0.098,-11.8,98.7,110.5,-1.27,2018,1299,1299,74.67,67.44,26.00,54.50,6.33,20.33,16.33,23.06,9.00,26.83,16.67,14.00,5.94,2.39,16.39
307,east carolina,-12.78,96.7,109.5,68.7,0.026,-2.46,102.9,105.3,-16.35,2018,1187,1187,77.60,68.00,27.70,56.10,6.20,17.00,16.00,23.80,10.30,27.00,14.30,13.70,5.20,3.70,16.80
308,charlotte,-12.81,99.3,112.1,71.2,-0.024,0.17,104.6,104.4,-3.21,2018,1150,1150,75.40,67.40,25.80,56.80,6.00,17.60,17.80,25.60,10.00,27.00,10.40,12.40,7.40,3.20,17.40
309,kennesaw st.,-12.82,98.9,111.8,68.5,-0.023,-4.51,103.7,108.2,2.54,2018,1244,1244,85.63,74.75,30.88,62.63,5.75,13.75,18.13,25.25,12.38,27.13,18.75,11.63,6.38,3.38,17.88
310,central connecticut,-12.85,98,110.8,64.5,0.066,-7.33,100.9,108.2,-3.69,2018,1148,1148,74.29,67.29,27.57,55.86,5.93,18.14,13.21,19.14,11.57,27.29,14.57,13.86,5.00,3.50,16.29
311,texas a&m corpus chris,-12.88,94.5,107.4,68.2,-0.015,-6.14,100.9,107.1,4.54,2018,1394,1394,74.88,66.13,26.25,55.25,5.25,14.50,17.13,22.00,9.75,28.88,11.25,15.88,7.13,3.13,18.75
312,norfolk st.,-13.14,95.4,108.6,69,0.002,-11,98.9,109.9,0.76,2018,1313,1313,78.62,67.38,27.31,60.00,8.62,21.31,15.38,22.77,13.54,30.23,14.15,14.62,5.00,3.31,21.54
313,st. francis ny,-13.17,98.7,111.8,69.2,0.022,-7.33,101.1,108.4,-2.35,2018,1383,1383,79.27,71.55,27.00,60.27,11.45,26.45,13.82,19.27,11.00,23.64,13.73,11.64,6.91,2.27,19.55
314,stetson,-13.27,98.5,111.8,69.8,-0.041,-6.49,102.1,108.6,-4.23,2018,1391,1391,81.25,72.25,31.50,62.25,8.88,21.88,9.38,14.75,8.63,27.00,15.88,12.13,6.63,2.38,17.75
315,the citadel,-13.33,101.6,114.9,77.2,0.062,-2.58,103.5,106.1,0.98,2018,1154,1154,86.38,82.00,28.63,60.50,12.63,31.25,16.50,22.13,9.88,25.63,17.25,14.63,8.75,4.50,15.75
316,north carolina central,-13.41,96.6,110,65,0.019,-12.78,98.4,111.2,-1.47,2018,1300,1300,72.13,61.81,26.13,55.50,6.38,18.13,13.50,19.19,10.69,27.00,15.69,12.81,5.13,3.94,18.25
317,savannah st.,-13.55,100.9,114.5,82.3,0.108,-6.81,101.2,108,15.2,2018,1366,1366,98.00,89.08,33.46,73.46,13.00,39.08,18.08,24.54,14.00,25.92,17.08,13.15,9.15,2.85,18.31
318,siu edwardsville,-13.61,99.4,113,69.2,0.069,-2.94,103.4,106.4,-1.32,2018,1188,1188,78.67,74.44,27.11,54.44,8.44,19.56,16.00,22.89,8.78,25.00,16.11,14.78,4.56,3.67,21.33
319,detroit,-14.2,102.6,116.8,72.4,-0.011,-2.07,103.6,105.7,4.64,2018,1178,1178,89.00,83.00,30.67,64.67,9.67,25.83,18.00,22.33,11.50,24.50,16.50,12.67,7.17,1.67,18.33
320,jacksonville,-14.27,94.2,108.4,68.6,0.06,-6.82,102.3,109.1,-3.11,2018,1239,1239,82.00,73.82,30.27,59.82,6.18,16.00,15.27,22.82,9.64,29.27,15.27,13.82,6.82,4.64,14.91
321,marist,-14.47,98.5,112.9,69.6,-0.048,-4.24,103.4,107.6,-3.4,2018,1265,1265,77.83,70.67,25.17,51.67,12.00,28.33,15.50,23.50,6.50,30.00,14.33,17.17,4.00,2.67,17.00
322,youngstown st.,-14.56,101.4,115.9,71.1,-0.01,-1.7,103.2,104.9,5.26,2018,1464,1464,80.17,71.50,29.50,61.83,8.67,22.33,12.50,16.17,12.67,20.83,15.83,11.83,8.67,5.50,16.50
323,loyola md,-14.58,96.2,110.8,68.4,0.02,-5.37,102.6,108,-1.61,2018,1259,1259,76.63,71.38,28.13,56.50,5.13,13.13,15.25,24.25,10.75,25.75,11.88,13.13,7.25,4.13,17.63
324,morgan st.,-14.82,96.3,111.1,68.9,-0.06,-11.95,98.6,110.5,0.36,2018,1288,1288,77.73,65.73,27.36,57.82,5.00,14.91,18.00,24.00,11.45,28.09,15.55,11.64,7.09,3.45,18.91
325,cal poly,-14.98,98.2,113.2,66.2,0.051,-1.41,103.8,105.2,0.51,2018,1142,1142,78.00,72.14,25.57,56.43,10.86,21.71,16.00,19.00,9.29,26.14,14.29,11.71,4.29,5.00,16.43
326,southern,-15.51,94.3,109.8,68,0.051,-11.24,98.1,109.3,6.62,2018,1380,1380,66.62,59.77,22.08,52.69,4.69,13.62,17.77,26.15,12.15,27.85,10.54,13.77,5.00,4.92,16.62
327,northern arizona,-16.02,93.5,109.5,68.6,-0.03,0.26,105.3,105,3.45,2018,1319,1319,69.50,63.00,24.50,49.25,5.75,16.50,14.75,20.75,8.00,26.50,11.75,16.00,5.25,4.25,17.75
328,american,-16.14,95.6,111.8,66.5,-0.061,-6.16,102.1,108.3,-3.16,2018,1110,1110,70.33,62.67,23.50,50.00,8.83,23.00,14.50,21.50,6.83,25.83,13.83,14.00,8.67,4.33,18.00
329,arkansas pine bluff,-16.45,93.6,110,67.5,0.044,-9.64,98.9,108.5,3.38,2018,1115,1115,75.50,65.43,26.29,54.86,7.00,18.00,15.93,22.79,8.29,24.50,14.86,13.36,8.79,5.50,19.64
330,cal st. northridge,-16.46,96.7,113.2,65.8,-0.047,-3.23,102.8,106,-3.5,2018,1169,1169,73.50,62.75,25.00,48.75,7.00,16.25,16.50,22.00,6.50,23.25,12.00,10.75,6.25,1.50,19.00
331,vmi,-17.43,89.9,107.4,68.8,0.024,-3.79,104.1,107.9,-2.5,2018,1440,1440,76.57,68.86,26.71,57.71,9.29,25.14,13.86,18.14,8.29,26.57,15.00,12.57,7.43,2.57,18.57
332,maine,-17.46,90.9,108.4,71.3,-0.002,-2.82,103.5,106.3,-1.56,2018,1263,1263,76.00,73.00,26.75,55.00,9.50,20.75,13.00,18.25,7.25,29.50,14.75,17.75,7.25,2.50,19.25
333,houston baptist,-17.64,98.9,116.5,73.5,-0.092,-3.59,102.5,106.1,9.29,2018,1223,1223,83.33,69.33,31.67,66.00,8.00,20.67,12.00,19.67,14.00,26.67,17.33,12.33,6.33,3.67,16.00
334,presbyterian,-17.66,97.8,115.5,63.4,0.062,-5.21,101.7,106.9,-3.37,2018,1342,1342,72.63,66.25,25.00,52.13,9.13,22.88,13.50,19.63,9.38,23.63,12.38,12.63,6.38,2.63,14.63
335,howard,-19.04,99.4,118.5,69.9,-0.039,-9.5,99.6,109.1,2.28,2018,1224,1224,84.63,74.63,28.63,60.50,8.75,22.88,18.63,26.25,13.25,25.50,13.75,12.75,5.50,2.75,17.50
336,alcorn st.,-19.43,95,114.4,68,-0.055,-9.05,99.6,108.7,9.81,2018,1108,1108,81.86,66.57,27.14,54.86,9.00,20.57,18.57,23.57,11.29,27.14,14.57,15.14,6.14,2.86,18.43
337,jackson st.,-19.6,89.4,109,64.1,0.062,-10.01,99.7,109.7,4.32,2018,1238,1238,67.60,63.30,23.10,57.90,8.10,22.10,13.30,19.10,10.50,24.30,11.70,10.40,6.20,3.30,19.40
338,usc upstate,-19.77,105.2,125,69,-0.051,-3.44,103,106.4,1.76,2018,1367,1367,90.00,80.67,32.33,61.00,11.33,26.67,14.00,17.33,7.00,24.00,16.33,9.67,7.67,2.67,13.00
339,alabama st.,-19.86,95.8,115.7,68.8,-0.018,-9.14,99.2,108.4,4.68,2018,1106,1106,71.75,61.88,24.88,55.88,6.25,20.38,15.75,26.13,13.00,29.75,9.38,13.88,5.63,6.13,18.25
340,longwood,-20.41,89.6,110,69.1,-0.039,-3.96,102.8,106.7,-0.88,2018,1255,1255,70.25,60.25,22.75,52.75,6.75,17.25,18.00,25.00,8.50,26.75,11.00,12.75,10.00,3.00,16.25
341,florida a&m,-21.21,95.6,116.8,67.1,0.04,-7.55,101,108.6,6.38,2018,1197,1197,78.88,73.00,26.88,55.88,7.75,19.13,17.38,22.13,7.88,23.88,11.13,10.63,5.38,2.88,17.63
342,incarnate word,-21.6,93.5,115.1,69.7,-0.006,-5.52,101.2,106.7,8.16,2018,1230,1230,76.33,68.67,26.00,57.00,6.67,15.67,17.67,24.00,9.33,31.33,13.33,15.67,6.00,3.67,16.67
343,south carolina st.,-21.86,96.9,118.7,70.5,0.03,-8.97,100.1,109.1,4.47,2018,1354,1354,82.50,74.38,28.63,59.25,7.50,19.13,17.75,26.38,11.75,25.63,10.63,12.63,4.00,3.38,15.88
344,bryant,-22.06,98.7,120.7,70.1,-0.013,-5.3,101.9,107.2,1.28,2018,1136,1136,78.67,74.67,28.67,57.33,8.33,19.33,13.00,18.67,8.67,25.33,16.00,11.67,7.00,1.33,17.67
345,northwestern st.,-22.41,88.3,110.7,68.9,-0.08,-3.59,102.6,106.2,7.92,2018,1322,1322,71.00,57.50,28.00,59.50,6.00,17.00,9.00,13.00,11.50,28.00,14.00,17.00,6.50,7.50,17.00
346,chicago st.,-22.59,96.5,119.1,72.1,-0.063,2.85,106.1,103.3,6.32,2018,1152,1152,96.00,82.00,30.00,61.00,11.00,22.00,25.00,33.00,11.00,27.00,16.00,13.00,7.00,5.00,19.00
347,coppin st.,-23.97,86.5,110.5,67.1,-0.026,-7.19,100.8,108,5.62,2018,1164,1164,77.40,68.80,25.40,53.40,8.80,23.40,17.80,24.00,9.00,29.40,13.40,17.20,6.20,1.60,20.80
348,mississippi valley st.,-24.21,90.3,114.5,69.4,-0.032,-7.46,100.3,107.8,7.23,2018,1290,1290,76.00,69.75,25.50,58.50,6.50,18.00,18.50,25.00,12.25,29.75,11.75,14.75,6.00,2.75,16.50
349,maryland eastern shore,-27.06,90.8,117.8,65.9,-0.018,-7.58,101,108.5,7.48,2018,1271,1271,70.60,64.80,23.40,55.60,7.00,20.20,16.80,24.60,13.40,27.00,10.80,14.00,6.00,1.80,14.60
350,delaware st.,-27.94,90.3,118.3,64.9,-0.094,-9.2,99.6,108.8,1.72,2018,1175,1175,78.00,65.50,27.50,55.00,7.00,22.00,16.00,21.50,6.00,27.00,15.50,12.00,8.00,3.00,16.00
351,alabama a&m,-28.31,86.6,114.9,65.8,-0.04,-8.1,100.2,108.3,4.85,2018,1105,1105,67.33,59.33,22.33,46.67,6.33,17.00,16.33,22.33,10.33,29.00,13.33,20.00,5.33,2.67,15.33
1,virginia,34.22,123.4,89.2,59.4,0.05,11.18,109.2,98.1,-3.24,2019,1438,1438,72.38,53.10,25.59,53.41,8.72,20.62,12.48,16.66,8.83,26.69,14.93,8.93,5.62,3.83,14.31
2,gonzaga,32.85,124.5,91.6,70.2,-0.001,4.46,106.9,102.5,1.87,2019,1211,1211,90.73,63.60,32.83,60.90,8.00,21.57,17.07,22.13,9.80,29.73,18.80,10.17,7.57,5.77,15.97
3,michigan st.,30.81,121,90.2,66.9,0.001,13.67,110.6,96.9,3.24,2019,1277,1277,80.04,62.86,28.25,57.68,8.25,21.82,15.29,19.82,11.21,30.61,19.46,12.21,5.18,5.25,16.32
4,duke,30.62,120,89.3,72.1,0.018,12.85,110.7,97.8,5.08,2019,1181,1181,84.38,64.45,31.03,62.97,7.24,23.10,15.07,22.17,13.21,28.52,16.41,13.10,10.07,6.72,15.59
5,texas tech,30.03,114.1,84.1,66.6,0.004,11.18,109.8,98.7,-5.39,2019,1403,1403,75.88,56.58,27.08,55.38,7.65,19.73,14.08,19.12,8.96,25.69,15.27,11.81,7.27,5.12,17.88
6,michigan,28.32,114.5,86.2,64.8,-0.001,11.27,109.2,98,-5.42,2019,1276,1276,72.07,55.75,26.39,57.36,8.25,22.79,11.04,16.00,8.71,27.36,14.64,8.71,6.32,4.36,13.29
7,north carolina,27.69,119.7,92,74.3,0.024,12.6,110.7,98.1,5.69,2019,1314,1314,89.48,71.30,32.11,67.11,9.19,23.89,16.07,21.56,13.07,31.63,20.00,13.19,7.67,3.89,16.78
8,kentucky,27.57,117.6,90.1,65.6,0.033,11.32,110.7,99.4,1.75,2019,1246,1246,77.37,61.26,26.96,55.15,6.30,16.41,17.15,23.11,11.78,27.15,13.70,12.56,6.56,5.41,15.70
9,purdue,26.81,122.5,95.6,65.9,-0.015,13.16,110.3,97.1,4.09,2019,1345,1345,79.17,62.83,27.48,58.35,9.87,25.52,14.35,18.83,11.57,25.74,15.13,11.00,6.70,4.78,17.09
10,tennessee,26.24,122.7,96.5,67.8,0.034,10.69,109.7,99,0.92,2019,1397,1397,82.89,66.79,30.11,59.50,6.75,18.32,15.93,20.75,10.18,27.21,19.00,10.79,6.29,5.64,16.79
11,auburn,25,120.9,95.9,67.9,0.008,12.23,110.7,98.5,2.63,2019,1120,1120,81.80,64.68,28.00,60.80,11.92,30.48,13.88,19.32,11.96,21.96,15.44,11.16,10.12,5.24,17.56
12,houston,24.13,115.3,91.2,66.1,0.039,4.45,105.7,101.3,-4.16,2019,1222,1222,76.81,60.35,26.97,59.74,9.32,25.52,13.55,18.97,12.45,29.13,15.23,11.61,6.61,4.61,19.10
13,virginia tech,24.07,118.1,94,63.7,-0.005,8.47,108.3,99.9,-6.26,2019,1439,1439,77.71,58.63,27.08,54.58,10.33,24.75,13.21,17.50,9.00,24.58,16.63,11.21,6.50,2.42,15.46
14,florida st.,22.39,112.8,90.4,68.6,0.046,10.46,109.8,99.3,0.93,2019,1199,1199,77.44,65.15,27.07,58.52,7.78,22.30,15.52,21.11,11.19,26.96,13.56,13.63,7.22,3.89,18.70
15,iowa st.,22.09,118.9,96.8,67.7,-0.063,10.78,109.3,98.5,-1.56,2019,1235,1235,79.96,62.91,28.57,58.09,9.22,23.61,13.61,18.13,8.91,27.61,16.26,10.83,7.09,4.91,14.04
16,wisconsin,21.94,110.4,88.5,63.9,-0.018,12.97,110.3,97.3,3.14,2019,1458,1458,72.04,58.26,26.22,56.48,7.78,19.35,11.83,17.09,8.65,27.87,13.78,9.39,5.35,4.39,14.30
17,kansas,21.57,113.9,92.3,70.1,0.076,14.13,111.8,97.7,10.36,2019,1242,1242,78.96,67.72,28.28,59.24,7.48,20.28,14.92,21.68,10.32,28.68,14.64,12.56,7.12,4.32,16.40
18,wofford,20.69,118.1,97.4,65.7,0.046,1.82,106,104.2,8.37,2019,1459,1459,83.50,65.50,30.12,59.77,11.12,25.73,12.15,17.35,10.19,24.81,15.54,11.04,6.58,3.08,17.19
19,lsu,20.22,117.7,97.5,70,0.063,10.02,109.3,99.3,2.77,2019,1261,1261,82.15,70.69,28.96,62.04,6.77,20.54,17.46,23.04,13.38,25.73,13.31,12.50,9.42,4.46,18.31
20,kansas st.,20.06,108.4,88.4,63.4,0.049,10.22,109.3,99.1,-0.96,2019,1243,1243,69.04,57.00,25.04,54.60,7.36,20.56,11.60,17.56,9.16,24.80,14.92,11.04,7.72,2.32,16.08
21,mississippi st.,20.04,117.7,97.6,67.8,-0.038,10.09,110.1,100,2.22,2019,1280,1280,79.65,66.00,28.26,57.17,9.35,22.91,13.78,18.52,10.91,24.57,15.48,12.91,8.30,5.04,16.43
22,buffalo,19.85,115.2,95.4,73.6,0.056,3.14,105.5,102.4,1.15,2019,1138,1138,85.03,69.03,30.57,65.83,9.57,28.70,14.33,20.80,12.73,28.70,17.13,11.47,7.37,4.17,17.93
23,louisville,19.35,113.7,94.4,67.2,-0.06,11.95,110.4,98.4,5.36,2019,1257,1257,79.15,62.80,26.15,56.25,8.55,23.80,18.30,23.40,9.95,28.95,14.10,12.10,4.70,3.05,16.20
24,maryland,19.29,113.4,94.1,66,-0.004,10.75,109.8,99.1,-4.92,2019,1268,1268,75.41,62.23,26.41,55.95,7.50,20.09,15.09,19.95,11.09,29.68,14.23,12.86,5.05,5.05,15.18
25,texas,19.11,113.5,94.4,64.7,-0.08,11.96,110.3,98.3,4.98,2019,1400,1400,77.13,63.38,26.44,56.56,9.63,25.31,14.63,20.25,10.06,25.94,14.13,10.44,5.50,4.31,16.25
26,florida,18.3,110.5,92.2,62.9,-0.063,12,110.7,98.7,5.12,2019,1196,1196,73.95,59.68,25.63,56.47,8.79,24.21,13.89,18.89,10.63,24.47,13.00,11.63,8.16,3.53,17.58
27,nevada,18.18,114,95.9,69.3,0.033,1.42,105.4,103.9,1.79,2019,1305,1305,83.28,65.66,28.31,58.86,9.28,25.41,17.38,24.03,9.10,28.07,15.83,9.90,6.34,3.72,16.48
28,oregon,17.86,109.5,91.7,64.2,-0.048,5.47,107.7,102.3,0.43,2019,1332,1332,73.48,57.00,26.39,55.35,7.61,20.70,13.09,18.00,9.57,26.57,13.22,11.22,8.04,4.78,16.74
29,cincinnati,17.5,112.3,94.8,63.4,0.05,5.12,107.1,102,-2.85,2019,1153,1153,73.93,60.71,25.50,57.14,6.93,18.82,16.00,22.54,12.46,24.43,14.18,10.50,6.36,4.50,15.61
30,villanova,17.33,116.5,99.2,63.6,0.044,8,108.8,100.8,3.32,2019,1437,1437,77.60,64.52,25.80,56.32,11.00,29.80,15.00,20.68,10.60,25.96,15.44,10.88,5.60,3.00,15.20
31,saint mary's,17.31,114.7,97.4,62.7,-0.045,3.66,106.6,103,-0.9,2019,1388,1388,76.59,58.45,27.82,54.27,8.50,20.18,12.45,16.45,8.68,26.36,11.82,10.05,6.36,3.00,16.23
32,oklahoma,16.94,111.1,94.1,68.6,0.023,13.27,110.3,97.1,7.44,2019,1328,1328,77.89,65.58,28.00,59.00,7.32,20.05,14.58,20.84,8.74,31.68,14.53,12.21,6.26,3.68,15.32
33,marquette,16.52,113.2,96.7,68.8,0.01,6.77,107.4,100.7,0.29,2019,1266,1266,80.75,65.63,27.46,57.42,9.67,23.25,16.17,20.71,9.42,29.67,14.04,14.04,5.29,5.00,17.71
34,ucf,16.51,112.1,95.6,65,0.011,4.99,105.9,100.9,-3.71,2019,1416,1416,75.26,61.48,25.70,53.87,6.61,18.30,17.26,26.83,10.13,28.70,14.09,11.09,5.87,4.48,16.43
35,baylor,16.48,115.3,98.8,65.2,-0.029,10.49,108.8,98.3,-4.04,2019,1124,1124,75.16,62.00,26.42,57.37,9.21,23.95,13.11,19.05,13.00,25.47,15.37,12.05,5.95,5.58,17.00
36,clemson,16.14,108,91.8,66.2,-0.066,8.49,108.2,99.7,0.82,2019,1155,1155,72.16,58.42,25.21,52.89,7.32,20.68,14.42,19.32,8.68,27.21,13.00,13.47,7.37,5.37,16.21
37,iowa,16.02,117.4,101.3,69.5,0.05,10.64,108.9,98.3,-6.49,2019,1234,1234,83.18,69.73,27.32,56.18,8.91,22.55,19.64,26.09,9.64,26.91,17.00,12.18,6.59,3.64,15.00
38,utah st.,15.41,112.6,97.2,68.1,0.012,0.02,104.5,104.4,0.81,2019,1429,1429,81.74,64.96,28.78,58.93,8.37,22.26,15.81,21.04,10.74,30.19,18.30,11.78,6.37,4.33,18.41
39,syracuse,15.13,110.5,95.3,66.1,-0.004,9.4,108.6,99.2,0.17,2019,1393,1393,73.70,58.20,25.40,56.20,8.45,23.80,14.45,20.35,10.55,26.85,13.35,11.40,8.15,5.45,16.20
40,tcu,15.04,110.3,95.2,68.9,0.02,9.66,109.1,99.5,-0.99,2019,1395,1395,79.00,65.60,28.55,58.95,8.05,21.80,13.85,20.05,10.95,26.65,18.70,12.90,7.30,4.50,15.25
41,n.c. state,14.98,113.1,98.1,71,-0.004,5.84,106.8,101,-12.35,2019,1301,1301,85.14,66.27,30.86,63.41,8.82,22.50,14.59,20.23,13.59,27.27,17.32,13.32,7.50,3.77,18.64
42,vcu,14.89,104.3,89.5,68.4,0.007,1.37,105.2,103.8,3.6,2019,1433,1433,73.12,58.88,25.96,56.60,7.40,23.16,13.80,19.88,10.92,26.08,15.00,13.68,8.64,4.36,19.40
43,penn st.,14.89,109.4,94.5,67.6,-0.102,12.43,110.2,97.7,4.05,2019,1336,1336,75.29,63.43,25.93,57.14,8.00,21.29,15.43,21.93,12.14,25.64,13.36,12.71,7.79,4.21,17.43
44,ohio st.,14.66,109.1,94.4,65.8,0.013,11.68,110.4,98.8,-2.95,2019,1326,1326,76.79,61.63,26.58,55.16,8.05,21.16,15.58,21.05,9.00,27.58,16.11,12.42,5.58,3.32,16.95
45,lipscomb,14.55,111.7,97.2,73.3,-0.013,0.08,103.9,103.8,6.56,2019,1252,1252,85.52,68.43,29.57,58.87,9.35,23.96,17.04,22.74,8.83,28.35,18.17,13.26,7.13,2.78,17.13
46,minnesota,14.35,111.4,97,67.4,0.086,12.18,110.2,98,-2.91,2019,1278,1278,77.95,67.48,26.19,56.48,6.00,16.62,19.57,27.67,11.76,26.86,16.57,12.52,5.52,4.38,16.43
47,nebraska,14.35,113.5,99.1,66.4,-0.046,12.55,109.7,97.2,-0.17,2019,1304,1304,77.65,58.71,27.35,58.00,8.53,22.76,14.41,20.29,9.35,27.35,14.71,10.35,8.12,5.41,14.47
48,washington,14.28,107.7,93.5,66,0.088,6.06,107.6,101.5,2.73,2019,1449,1449,71.96,61.73,25.19,54.65,7.58,21.04,14.00,20.00,9.73,22.92,11.92,13.00,9.50,6.19,18.19
49,belmont,14.09,115.6,101.5,71.3,0.025,-1.98,103.6,105.6,3.78,2019,1125,1125,89.36,72.64,32.44,62.52,10.80,27.04,13.68,18.80,8.64,30.28,20.52,11.84,6.60,3.88,15.20
50,mississippi,13.98,113.2,99.2,68.5,-0.007,8.69,109.1,100.4,-1.11,2019,1279,1279,79.15,65.75,27.60,56.90,8.65,22.35,15.30,19.40,9.70,25.40,16.20,12.70,8.70,3.70,16.90
51,murray st.,13.83,112.5,98.6,69.4,0.054,-3.32,103.1,106.4,-1.13,2019,1293,1293,82.88,65.80,30.16,60.40,7.68,22.00,14.88,19.88,10.68,27.44,17.92,12.00,7.28,4.60,16.04
52,indiana,13.73,109.1,95.4,66.9,-0.034,10.62,109.4,98.8,-1.57,2019,1231,1231,79.76,64.18,29.47,57.41,6.59,18.41,14.24,21.41,9.12,27.53,15.71,12.53,7.12,4.53,16.94
53,new mexico st.,13.62,113,99.3,65.9,0.042,-3.44,102.8,106.2,-3.22,2019,1308,1308,79.57,63.93,28.11,59.00,9.93,27.79,13.43,19.79,11.89,25.57,15.07,12.14,5.43,2.54,18.11
54,arkansas,12.92,110.1,97.2,70.4,-0.048,8.48,108.2,99.7,0.09,2019,1116,1116,81.35,68.24,28.29,59.76,8.53,21.71,16.24,24.47,9.82,25.00,18.94,12.12,8.88,5.76,20.82
55,creighton,12.67,112,99.3,68.7,-0.034,8.07,109,100.9,5.14,2019,1166,1166,83.24,68.94,29.06,56.24,10.88,25.53,14.24,20.00,7.29,26.65,16.88,13.65,7.47,2.41,16.71
56,memphis,11.78,109.2,97.4,74.2,-0.032,4.41,106,101.6,0.01,2019,1272,1272,85.43,70.48,29.71,61.57,7.57,22.48,18.43,25.67,12.00,27.33,16.90,14.95,8.24,4.62,18.62
